transaction_text,category
Electronics shopping INR 19044 TXN5e04e5cf,shopping
Bike loan EMI INR 47795 TXN4289f8f4,emi
Exam fee INR 45213 TXN6348431d,education
Bus ticket INR 31440 TXN18dcb036,travel
Zomato dinner INR 44483 TXN514f9d76,food
Netflix subscription INR 20240 TXNc77cc209,entertainment
Cafe coffee INR 40519 TXN3b05a243,food
PPF contribution INR 23472 TXN58dca82e,investment
Flight ticket booking INR 3656 TXN7e9fb54e,travel
Crypto investment INR 34550 TXN9c118d99,investment
Fixed deposit investment INR 12876 TXN8fac3ffe,investment
Swiggy order INR 35335 TXN97682031,food
College fees payment INR 33590 TXNd36bc798,education
Doctor consultation INR 32193 TXN4d993d6b,healthcare
Mobile recharge INR 39704 TXN1925adcf,utilities
Netflix subscription INR 43747 TXNaa30b601,entertainment
Internet recharge INR 9745 TXN69389203,utilities
Pharmacy medicine purchase INR 25354 TXNfb57233c,healthcare
Electricity bill payment INR 18704 TXNd32cc3fc,utilities
Gas bill payment INR 20240 TXN23b42eb2,utilities
College fees payment INR 14185 TXNc7995a0d,education
Library fee INR 29049 TXNf36ea64a,education
Flipkart order INR 47760 TXN934de201,shopping
Medical test charges INR 9196 TXN467fcba9,healthcare
Ola cab INR 13667 TXN8387b806,travel
Electronics shopping INR 34476 TXN1716dd5d,shopping
Electricity bill payment INR 38760 TXNe825eb0f,utilities
Hospital bill INR 483 TXN74957061,healthcare
Pharmacy medicine purchase INR 27215 TXN6acc0be3,healthcare
Bike loan EMI INR 30335 TXN000aba2e,emi
Car loan EMI INR 12240 TXN44c6ed93,emi
Pharmacy medicine purchase INR 36348 TXN0d4a9b3c,healthcare
College fees payment INR 19841 TXN2dbcefbb,education
Electronics shopping INR 36703 TXN917ff8cf,shopping
Online course subscription INR 1808 TXN43a77f08,education
Zomato dinner INR 17264 TXNbe981b55,food
Electronics shopping INR 8188 TXN383d5e8b,shopping
Electronics shopping INR 11805 TXN6aecc52e,shopping
Online course subscription INR 1914 TXNaad0648e,education
Flight ticket booking INR 32362 TXNaee752f2,travel
Hotel booking INR 48911 TXN5c261daf,travel
Mobile recharge INR 31539 TXN9d0fddc9,utilities
Pharmacy medicine purchase INR 41206 TXN3fd81b0a,healthcare
College fees payment INR 24508 TXN4ca0019f,education
Netflix subscription INR 17059 TXN611baa41,entertainment
Bike loan EMI INR 3884 TXNf9a1d0f7,emi
Personal loan installment INR 30264 TXN5d6de507,emi
Personal loan installment INR 10752 TXN0428ffbd,emi
Restaurant bill INR 23719 TXNa0f3cc63,food
Pharmacy medicine purchase INR 3242 TXN8145a9ae,healthcare
Clothing store bill INR 34758 TXN4342b964,shopping
Hotel booking INR 12751 TXN71c2d708,travel
Home loan EMI INR 39290 TXN1cecee82,emi
Bike loan EMI INR 21192 TXN43f82829,emi
Gas bill payment INR 17840 TXN136cced4,utilities
Electricity bill payment INR 35073 TXN61167683,utilities
Water bill INR 895 TXN47ef8255,utilities
Bike loan EMI INR 18492 TXN21d6fb81,emi
Internet recharge INR 27050 TXNe2b75120,utilities
Water bill INR 6762 TXN586f7640,utilities
Stock purchase INR 33039 TXNba5757e9,investment
Stock purchase INR 36662 TXNd5851f4b,investment
Netflix subscription INR 27401 TXNb05f6c73,entertainment
College fees payment INR 7689 TXN33ffdda6,education
Home loan EMI INR 31475 TXN9ccb9a1a,emi
Gas bill payment INR 45338 TXN14ae53c1,utilities
Water bill INR 29012 TXN3dcf3967,utilities
Concert ticket INR 11335 TXN9493afcd,entertainment
Amazon purchase INR 48838 TXN88cf8729,shopping
Ola cab INR 8485 TXNa4efeb47,travel
Car loan EMI INR 20197 TXNde89cf72,emi
Car loan EMI INR 8583 TXN80d9eb38,emi
Train ticket IRCTC INR 45323 TXN8f40c97d,travel
Uber ride INR 1282 TXNfd53ca29,travel
Library fee INR 2836 TXN05b672f9,education
Mutual fund SIP INR 2199 TXN61cca752,investment
Netflix subscription INR 30791 TXN6eae51d7,entertainment
Flight ticket booking INR 2886 TXNa3f7a074,travel
Flight ticket booking INR 43800 TXNf2bbe30d,travel
Lunch at hotel INR 6374 TXN885fbfac,food
Hotel booking INR 13511 TXNc73248e8,travel
Stock purchase INR 43998 TXNe1cc191e,investment
Electricity bill payment INR 5999 TXN161a6def,utilities
Personal loan installment INR 38044 TXN5b991cb1,emi
Gas bill payment INR 10572 TXN56b619a1,utilities
Movie ticket booking INR 33139 TXN1e1d9eae,entertainment
Uber ride INR 37938 TXN566ec4cb,travel
Food court payment INR 14271 TXN10d476ec,food
Fixed deposit investment INR 11307 TXNeb1a18dd,investment
Netflix subscription INR 47586 TXN6b4592cc,entertainment
Ola cab INR 33092 TXNb83b4f00,travel
Exam fee INR 45802 TXN43cd1d83,education
Credit card EMI INR 44190 TXN97ec2010,emi
Ola cab INR 23303 TXN4d614657,travel
Medical test charges INR 14092 TXN0f3379ab,healthcare
Movie ticket booking INR 26761 TXN76b06923,entertainment
Flight ticket booking INR 8151 TXN6dcbd916,travel
College fees payment INR 34110 TXN4184b950,education
Credit card EMI INR 23724 TXNab766d7b,emi
Online shopping payment INR 47375 TXNd2dfbe74,shopping
Swiggy order INR 21553 TXN06754ecf,food
College fees payment INR 25267 TXNffce5b96,education
Electronics shopping INR 39397 TXN22642270,shopping
Electronics shopping INR 14852 TXN74e14051,shopping
Game purchase INR 19094 TXNd6c05290,entertainment
Doctor consultation INR 4611 TXN7a4f03d9,healthcare
Exam fee INR 11800 TXNd46c8882,education
Pizza delivery INR 32270 TXNcef3d652,food
Train ticket IRCTC INR 28758 TXNd616da9f,travel
Netflix subscription INR 7863 TXNcce43932,entertainment
Credit card EMI INR 26305 TXNb730637a,emi
Bus ticket INR 11107 TXN53916e8f,travel
Flight ticket booking INR 13097 TXN119568eb,travel
Water bill INR 39041 TXN796e97d4,utilities
Hospital bill INR 15311 TXN89304926,healthcare
Medical test charges INR 18302 TXNeef07a1a,healthcare
Electronics shopping INR 23387 TXN60433511,shopping
Library fee INR 31804 TXNb04aa6c6,education
Concert ticket INR 9708 TXN645a43da,entertainment
College fees payment INR 8057 TXN1fd44e43,education
Electronics shopping INR 32639 TXNc781b126,shopping
Stock purchase INR 1997 TXN8cf67f0f,investment
Bus ticket INR 3513 TXNcd853883,travel
Train ticket IRCTC INR 44490 TXN7f9cd3f3,travel
Zomato dinner INR 25126 TXN5b04bd76,food
Water bill INR 19891 TXNe485ba30,utilities
Uber ride INR 43374 TXN98b8afe8,travel
Game purchase INR 30591 TXN09498774,entertainment
Fixed deposit investment INR 43440 TXN6f4abf25,investment
Library fee INR 33132 TXN7af0becf,education
Online shopping payment INR 22569 TXNd5f8f3ce,shopping
Netflix subscription INR 2120 TXNb0eb2bfe,entertainment
Hospital bill INR 25191 TXNe5f828a2,healthcare
Exam fee INR 24713 TXN968e5949,education
Library fee INR 2408 TXN5da0c610,education
Zomato dinner INR 36531 TXN8cf89f68,food
Flipkart order INR 32259 TXN3e2af070,shopping
Doctor consultation INR 20527 TXN6af3fc52,healthcare
Medical test charges INR 7218 TXNf96755ea,healthcare
Library fee INR 31239 TXNfdc2ce4b,education
Movie ticket booking INR 33256 TXNd1202ac7,entertainment
Cafe coffee INR 17311 TXNb9f919cb,food
Library fee INR 40481 TXN08dfd462,education
Gas bill payment INR 21053 TXN41cc8334,utilities
Swiggy order INR 38746 TXN4a0a6274,food
Zomato dinner INR 24063 TXN695a46ea,food
Mobile recharge INR 1812 TXN9190d92d,utilities
Internet recharge INR 6429 TXNc834fe1e,utilities
Pharmacy medicine purchase INR 23470 TXN9cb45c29,healthcare
Pharmacy medicine purchase INR 3749 TXN9dc185cf,healthcare
Stock purchase INR 15426 TXN9939e14a,investment
Online shopping payment INR 5616 TXNf31fc5af,shopping
Flight ticket booking INR 7551 TXNc74dc0dd,travel
Water bill INR 1341 TXNa798c6e6,utilities
Concert ticket INR 2499 TXNd6707595,entertainment
Library fee INR 37277 TXN0851a1c1,education
Game purchase INR 17523 TXN450179ec,entertainment
Pizza delivery INR 30832 TXNbf6791dd,food
Restaurant bill INR 24805 TXN15c77385,food
Pharmacy medicine purchase INR 37571 TXNcaadfd26,healthcare
Train ticket IRCTC INR 6607 TXNc1034b3d,travel
Fixed deposit investment INR 32603 TXN462c4c3b,investment
Concert ticket INR 10970 TXNf7855d05,entertainment
Clothing store bill INR 28623 TXNecbfd8cf,shopping
PPF contribution INR 41694 TXNc17bfe64,investment
Hotel booking INR 14079 TXNf84b40e7,travel
Clothing store bill INR 3165 TXNad91f3ad,shopping
Online shopping payment INR 26397 TXN119ff255,shopping
Crypto investment INR 48735 TXN55fe1b5c,investment
Bus ticket INR 37942 TXN41b99ed4,travel
Hotel booking INR 22125 TXNf049beb4,travel
Amazon purchase INR 37171 TXNc6b2833a,shopping
Game purchase INR 28040 TXN63c4eb8b,entertainment
Fixed deposit investment INR 5074 TXN3c914293,investment
Online shopping payment INR 19704 TXN95bd2454,shopping
Pharmacy medicine purchase INR 13162 TXNcc3a6331,healthcare
Medical test charges INR 16516 TXN623962f8,healthcare
Game purchase INR 44061 TXN8a07ad42,entertainment
Movie ticket booking INR 1269 TXN0aa0c46c,entertainment
Movie ticket booking INR 37854 TXNc0d30ce6,entertainment
Online course subscription INR 43356 TXNc7b980bd,education
Exam fee INR 41857 TXN8a0369f2,education
Game purchase INR 37151 TXN730c98db,entertainment
Food court payment INR 13199 TXNe60195ea,food
Internet recharge INR 9732 TXN0e166a48,utilities
Stock purchase INR 48968 TXN50e37e99,investment
Electronics shopping INR 26936 TXN7c46664a,shopping
Electricity bill payment INR 41595 TXN7bdd8ff2,utilities
PPF contribution INR 17543 TXN769137c2,investment
Flipkart order INR 16856 TXNcbe20340,shopping
PPF contribution INR 15679 TXNa11fb844,investment
Ola cab INR 12627 TXN6d4b67df,travel
Zomato dinner INR 20401 TXNf80afc9b,food
Library fee INR 36738 TXN44baacfc,education
Medical test charges INR 42446 TXN2c5074e8,healthcare
Zomato dinner INR 10493 TXNb55b6b2f,food
Flipkart order INR 1959 TXN0347c44a,shopping
Clothing store bill INR 43216 TXNbd19be95,shopping
Movie ticket booking INR 42274 TXNf8cef58c,entertainment
Pizza delivery INR 31890 TXNfb01588e,food
Swiggy order INR 5550 TXNf2c259ca,food
Mobile recharge INR 19578 TXNdfce3a48,utilities
Train ticket IRCTC INR 23868 TXNccd451b7,travel
Train ticket IRCTC INR 47513 TXN0fde6b27,travel
Car loan EMI INR 7385 TXNb43027d8,emi
Netflix subscription INR 34257 TXN7db7e7e8,entertainment
Concert ticket INR 32585 TXN11cfb5e6,entertainment
Ola cab INR 39359 TXN75ce2b02,travel
Flight ticket booking INR 21630 TXN1c6d17d4,travel
Doctor consultation INR 27763 TXN36c63146,healthcare
Stock purchase INR 7050 TXN34d8fdb7,investment
Car loan EMI INR 18042 TXN2d69d770,emi
Library fee INR 16716 TXN486f0790,education
Cafe coffee INR 35011 TXNc0ff220d,food
Electricity bill payment INR 20791 TXN7f3d2b08,utilities
Game purchase INR 31170 TXN272df663,entertainment
Fixed deposit investment INR 9546 TXNdaaa2c52,investment
Internet recharge INR 46952 TXNeaa50234,utilities
Gas bill payment INR 1431 TXN31e4031d,utilities
Lunch at hotel INR 48510 TXN44ad727b,food
Pizza delivery INR 44063 TXNdff049d4,food
Fixed deposit investment INR 36273 TXN6123974d,investment
Pharmacy medicine purchase INR 41924 TXN6fdfe306,healthcare
Electricity bill payment INR 35105 TXN90e71548,utilities
PPF contribution INR 25508 TXN3612d232,investment
Cafe coffee INR 16796 TXNd994cd55,food
Amazon purchase INR 49638 TXN3516418e,shopping
Fixed deposit investment INR 13837 TXN2e11651e,investment
Credit card EMI INR 41426 TXNb6e7b8dd,emi
Internet recharge INR 2270 TXN3f8c0c99,utilities
Amazon purchase INR 32273 TXN46d4f84b,shopping
Library fee INR 21855 TXN2f6e5e55,education
Hospital bill INR 10558 TXN2610e57b,healthcare
Online shopping payment INR 4399 TXN133c5715,shopping
Internet recharge INR 39510 TXN21b3f9bb,utilities
Concert ticket INR 29754 TXN82b9f4db,entertainment
Lunch at hotel INR 3464 TXN0ee44673,food
Credit card EMI INR 42065 TXN5e15c817,emi
Home loan EMI INR 26307 TXNe119e164,emi
Fixed deposit investment INR 20610 TXNd1f1d5fb,investment
Uber ride INR 10393 TXN0f644ddf,travel
Crypto investment INR 46814 TXN11dd413e,investment
Bike loan EMI INR 44991 TXN72bb8f9c,emi
Pharmacy medicine purchase INR 29638 TXNf1956706,healthcare
Online course subscription INR 17133 TXN07986968,education
Bike loan EMI INR 21518 TXNb1483a27,emi
Flipkart order INR 5581 TXN7cf97ab8,shopping
Pharmacy medicine purchase INR 11970 TXN24aa4d4d,healthcare
Medical test charges INR 37431 TXNa656e52a,healthcare
Mutual fund SIP INR 1555 TXN5088e732,investment
Movie ticket booking INR 5881 TXN513a805d,entertainment
Online course subscription INR 17206 TXNa4d334a3,education
Home loan EMI INR 26332 TXN381e365e,emi
Pharmacy medicine purchase INR 9831 TXN28b35633,healthcare
Flight ticket booking INR 11199 TXN6bc01986,travel
Uber ride INR 47143 TXNdeba9ace,travel
Game purchase INR 29784 TXNaededb7c,entertainment
College fees payment INR 14761 TXNae7894c4,education
Stock purchase INR 17495 TXNde5f8dad,investment
Electronics shopping INR 25089 TXN5be74d23,shopping
Credit card EMI INR 13590 TXNafd981a8,emi
Fixed deposit investment INR 47675 TXN4b5278ea,investment
PPF contribution INR 11870 TXNa4094bd3,investment
Doctor consultation INR 1935 TXNff6f6fac,healthcare
Clothing store bill INR 15482 TXN1cca285b,shopping
Online course subscription INR 24274 TXN9758a055,education
College fees payment INR 726 TXNdfd5e226,education
Online course subscription INR 21234 TXN1455d8c1,education
Doctor consultation INR 46799 TXNccebf7e7,healthcare
Medical test charges INR 48291 TXN5d5aa798,healthcare
Amazon purchase INR 6294 TXNbb24cb2e,shopping
Netflix subscription INR 3465 TXN3ba0fd8a,entertainment
Water bill INR 30913 TXN746e15bb,utilities
Mobile recharge INR 44010 TXNa00f6ce1,utilities
Swiggy order INR 16673 TXN216339dd,food
Game purchase INR 19875 TXN6e2f8d89,entertainment
Pharmacy medicine purchase INR 8716 TXN577b32da,healthcare
Netflix subscription INR 38092 TXNf61eb94f,entertainment
Personal loan installment INR 11182 TXN48186366,emi
Game purchase INR 22278 TXN16740b1f,entertainment
Online course subscription INR 5925 TXN0593ac2e,education
Mobile recharge INR 28422 TXNa7a5d851,utilities
Personal loan installment INR 7707 TXN757176f5,emi
Electricity bill payment INR 8430 TXNc34a81ef,utilities
Exam fee INR 49059 TXN9f2851fe,education
Internet recharge INR 18591 TXN3cf20f57,utilities
Online shopping payment INR 49959 TXN40b97206,shopping
Online shopping payment INR 20563 TXN73bbe912,shopping
Doctor consultation INR 20729 TXN15ec5a85,healthcare
Online course subscription INR 36466 TXN58bf3cdc,education
College fees payment INR 12431 TXN56798acb,education
Home loan EMI INR 15114 TXN1d92d64c,emi
Home loan EMI INR 30868 TXN16a8fd5b,emi
Flipkart order INR 46315 TXN9d383970,shopping
Library fee INR 7653 TXN603af063,education
College fees payment INR 28985 TXN7bdb422b,education
Mobile recharge INR 31848 TXN2f51054c,utilities
Library fee INR 7422 TXNbe37934a,education
Home loan EMI INR 22961 TXN731f66c6,emi
Ola cab INR 18669 TXNb1e58e71,travel
Car loan EMI INR 49197 TXNfa83df99,emi
Concert ticket INR 36962 TXN4606af23,entertainment
Crypto investment INR 320 TXN5484410c,investment
Movie ticket booking INR 27340 TXN9cdf1938,entertainment
Ola cab INR 32694 TXNa4fdef99,travel
Flight ticket booking INR 1751 TXN1af6a3f3,travel
Amazon purchase INR 25882 TXN6cbced4c,shopping
Mobile recharge INR 7001 TXN14e810aa,utilities
Water bill INR 1942 TXN2f246b90,utilities
Train ticket IRCTC INR 46430 TXN650093c1,travel
Library fee INR 41229 TXNbbae137a,education
Online shopping payment INR 43173 TXNdc8a6ab5,shopping
Restaurant bill INR 2923 TXNb76edbdb,food
Exam fee INR 47992 TXN685a4111,education
Car loan EMI INR 3240 TXNc7fc186e,emi
Clothing store bill INR 3689 TXN9c248748,shopping
Hotel booking INR 39521 TXNb61ad746,travel
Hospital bill INR 26189 TXN171e0886,healthcare
Flipkart order INR 15783 TXNcec4fe8d,shopping
Hospital bill INR 1394 TXN767f5398,healthcare
Stock purchase INR 25510 TXN28b09194,investment
Pharmacy medicine purchase INR 42462 TXN9d4372d3,healthcare
Home loan EMI INR 19615 TXN9f632898,emi
Library fee INR 48277 TXNcc2b4cfb,education
Online shopping payment INR 8654 TXN4e92dac3,shopping
Electricity bill payment INR 24131 TXNcc0b6928,utilities
Movie ticket booking INR 32137 TXNb571ae95,entertainment
Library fee INR 31273 TXNbfeea5fa,education
Online shopping payment INR 39393 TXN4712bb0e,shopping
Hospital bill INR 49627 TXN7884abb2,healthcare
Pharmacy medicine purchase INR 40280 TXN7a12d329,healthcare
Credit card EMI INR 41382 TXNa822180e,emi
Hospital bill INR 2700 TXNa8bdd3e5,healthcare
Concert ticket INR 30427 TXN952aadff,entertainment
Stock purchase INR 32511 TXNe8c34528,investment
Netflix subscription INR 19101 TXN48e4fa15,entertainment
Library fee INR 5239 TXN7c7e2ecf,education
Exam fee INR 9789 TXNe441fef5,education
Personal loan installment INR 16345 TXNd02f7536,emi
Game purchase INR 19414 TXN731a4167,entertainment
Food court payment INR 5065 TXN4af30c1e,food
Food court payment INR 7103 TXN094c7b1b,food
Game purchase INR 27117 TXNbd45edd5,entertainment
Train ticket IRCTC INR 43359 TXN70ba71c4,travel
Clothing store bill INR 16752 TXNab78762a,shopping
Hotel booking INR 1116 TXNe3035923,travel
Bus ticket INR 43407 TXNe77ea726,travel
Online course subscription INR 11991 TXNc4ee57c3,education
Hospital bill INR 5508 TXN74832c76,healthcare
Pharmacy medicine purchase INR 20624 TXNdda9ca7a,healthcare
Library fee INR 40932 TXNdd9e8456,education
Clothing store bill INR 12317 TXNaaf17402,shopping
Stock purchase INR 5176 TXN1f1fbff6,investment
Amazon purchase INR 28479 TXN97ecc34e,shopping
Netflix subscription INR 433 TXN431dd3f1,entertainment
Hospital bill INR 921 TXN13e29027,healthcare
Credit card EMI INR 30207 TXN99297936,emi
Medical test charges INR 19894 TXN691d3206,healthcare
Internet recharge INR 19884 TXN99704d0b,utilities
Ola cab INR 8904 TXN2a9b78b8,travel
Zomato dinner INR 7384 TXN2ee5ef45,food
Pizza delivery INR 12385 TXN3db6b95b,food
Zomato dinner INR 31580 TXN90d3f571,food
Car loan EMI INR 28609 TXN8ffd4689,emi
Movie ticket booking INR 5692 TXNc1a78d60,entertainment
Electronics shopping INR 9760 TXN3bf6392a,shopping
Library fee INR 1479 TXNec386cd1,education
Ola cab INR 10039 TXNa6cd5371,travel
Library fee INR 30949 TXNbef3c3f0,education
Lunch at hotel INR 29509 TXNb53cecf4,food
Stock purchase INR 19372 TXN84e98c6c,investment
Hospital bill INR 21929 TXNaab72284,healthcare
Swiggy order INR 41364 TXN34a3160a,food
Medical test charges INR 32536 TXN8d59fa32,healthcare
Concert ticket INR 2475 TXN38a7e7ea,entertainment
Library fee INR 31907 TXN105ddfb6,education
Game purchase INR 15248 TXNb909a654,entertainment
Food court payment INR 1296 TXN2de30110,food
Pharmacy medicine purchase INR 36308 TXN8c2d6131,healthcare
Flight ticket booking INR 42537 TXN0f681961,travel
Medical test charges INR 7713 TXN8d492d2c,healthcare
Exam fee INR 29431 TXNd51bac3b,education
Hospital bill INR 10623 TXNa74331ce,healthcare
Flipkart order INR 30802 TXN3af18655,shopping
Internet recharge INR 15261 TXNd1254ca5,utilities
Movie ticket booking INR 38562 TXNd5118301,entertainment
Mobile recharge INR 46921 TXN71e6d8b7,utilities
Online course subscription INR 19277 TXN1914068d,education
Medical test charges INR 44162 TXN94d439a9,healthcare
Internet recharge INR 10668 TXN79973adb,utilities
Fixed deposit investment INR 45315 TXN9b1e013c,investment
Bus ticket INR 31696 TXNbea41194,travel
Car loan EMI INR 13123 TXNf510a2a1,emi
Bike loan EMI INR 32305 TXNdf8f6762,emi
Train ticket IRCTC INR 32406 TXN4dda883a,travel
Flipkart order INR 13775 TXN683ab31c,shopping
Netflix subscription INR 1238 TXN5e6d6842,entertainment
Gas bill payment INR 23449 TXNca9e75fd,utilities
Car loan EMI INR 33045 TXNa15c7e8e,emi
Lunch at hotel INR 4222 TXNec678b4c,food
Internet recharge INR 7519 TXN4dc28719,utilities
Mutual fund SIP INR 36880 TXN28036156,investment
PPF contribution INR 16946 TXN47760db9,investment
Gas bill payment INR 3108 TXN25adec7a,utilities
Concert ticket INR 9957 TXN0b6a017f,entertainment
Netflix subscription INR 46344 TXNe05a67a9,entertainment
Cafe coffee INR 30008 TXN1ae7fc40,food
Uber ride INR 40064 TXN429c421a,travel
Hotel booking INR 2800 TXN1968350b,travel
Netflix subscription INR 10997 TXNeb5b648c,entertainment
Ola cab INR 23750 TXNbaaba219,travel
Personal loan installment INR 46460 TXN3bb600f7,emi
Library fee INR 48058 TXN1004631f,education
Ola cab INR 42457 TXN80823231,travel
Gas bill payment INR 9079 TXNf545bc21,utilities
Ola cab INR 28827 TXNa6f8f372,travel
Hospital bill INR 16127 TXNb7d54f04,healthcare
Exam fee INR 18842 TXN4a4fd18d,education
Movie ticket booking INR 5635 TXN33947ffe,entertainment
Clothing store bill INR 46921 TXN6ce79129,shopping
Pharmacy medicine purchase INR 41301 TXNbdd4176e,healthcare
Stock purchase INR 49412 TXN04a057e6,investment
Game purchase INR 15004 TXNe1b43709,entertainment
Credit card EMI INR 27143 TXN3922828f,emi
Medical test charges INR 33876 TXNd7262120,healthcare
Electricity bill payment INR 29054 TXNfde9aa60,utilities
Home loan EMI INR 47080 TXN923e5769,emi
Netflix subscription INR 5606 TXNe06904a2,entertainment
Gas bill payment INR 26372 TXN1583fd53,utilities
Credit card EMI INR 4078 TXNdf711528,emi
Hospital bill INR 43315 TXN496b9362,healthcare
Bike loan EMI INR 3838 TXN6b386d95,emi
Concert ticket INR 27529 TXN7ef89a02,entertainment
Pharmacy medicine purchase INR 47337 TXN5c854061,healthcare
Gas bill payment INR 567 TXN7d0ac8d6,utilities
Online shopping payment INR 40053 TXN48350b9b,shopping
Credit card EMI INR 29291 TXNd669d5a9,emi
Crypto investment INR 40968 TXN2909a51c,investment
Exam fee INR 42566 TXNc7c2fe0a,education
Doctor consultation INR 19811 TXN19473681,healthcare
Uber ride INR 35271 TXNad3d1e68,travel
Internet recharge INR 47570 TXN17cb09e6,utilities
Bike loan EMI INR 35491 TXN2b8753fa,emi
Flipkart order INR 6133 TXN61be6d8c,shopping
Concert ticket INR 34216 TXN11e54f7a,entertainment
Water bill INR 1584 TXNa3c960c6,utilities
Lunch at hotel INR 35435 TXN0634c201,food
Flipkart order INR 19969 TXN1b40edfc,shopping
Hospital bill INR 48021 TXN13d5e802,healthcare
Lunch at hotel INR 24493 TXN3823dcdc,food
Online shopping payment INR 23280 TXN84e1a909,shopping
Uber ride INR 49631 TXN560c2ad1,travel
Train ticket IRCTC INR 19577 TXN65b3585d,travel
Cafe coffee INR 22265 TXN5ea12095,food
Crypto investment INR 37116 TXN5a387da5,investment
Movie ticket booking INR 23009 TXNe56cd260,entertainment
Clothing store bill INR 43757 TXN3ad344ba,shopping
Credit card EMI INR 34106 TXNc2fba67f,emi
Mutual fund SIP INR 21535 TXN255e1c2e,investment
Movie ticket booking INR 23726 TXNaa493af2,entertainment
College fees payment INR 9654 TXNfef34d1d,education
Medical test charges INR 5420 TXNe5dfeb01,healthcare
Uber ride INR 27895 TXN34a67fd6,travel
Credit card EMI INR 14126 TXNca175b40,emi
College fees payment INR 24252 TXN48ed5180,education
Game purchase INR 38600 TXN846ca3e3,entertainment
Game purchase INR 17331 TXN355aaf05,entertainment
Library fee INR 28891 TXN686f8fdd,education
Library fee INR 10722 TXN45afe6d2,education
Bike loan EMI INR 8381 TXN98b12d63,emi
Library fee INR 8529 TXN62b27abd,education
Netflix subscription INR 45562 TXN7d185433,entertainment
PPF contribution INR 31071 TXNe1c71f0a,investment
Pizza delivery INR 10328 TXNb3e11cb9,food
Concert ticket INR 7833 TXNad72d47d,entertainment
Hospital bill INR 7971 TXNe8a5848b,healthcare
Mobile recharge INR 19028 TXNe7d3910d,utilities
Food court payment INR 10096 TXN4904184d,food
Flight ticket booking INR 20033 TXNc0a5d5fd,travel
Gas bill payment INR 19316 TXNb141b220,utilities
College fees payment INR 9413 TXN8b299c7a,education
Bike loan EMI INR 27690 TXNcf584446,emi
Restaurant bill INR 18628 TXN1ca8119b,food
Stock purchase INR 48524 TXN9b8edcaa,investment
College fees payment INR 8066 TXN27c04ae4,education
Concert ticket INR 4477 TXN83408672,entertainment
Cafe coffee INR 31584 TXNd87d170c,food
Online shopping payment INR 29696 TXN36b86c23,shopping
Internet recharge INR 31194 TXN1430ed83,utilities
Car loan EMI INR 33130 TXN91d02ec8,emi
Library fee INR 43776 TXNf4b8746f,education
Online course subscription INR 47751 TXN5007ebca,education
Electricity bill payment INR 40994 TXNb77ad42d,utilities
Medical test charges INR 15308 TXNbabda00a,healthcare
Pharmacy medicine purchase INR 35504 TXN711ac60d,healthcare
Pizza delivery INR 29088 TXN7d85201f,food
Amazon purchase INR 10903 TXNd3cb5769,shopping
Food court payment INR 41344 TXN02166459,food
Online shopping payment INR 42331 TXN8f6f9ed5,shopping
Bus ticket INR 36707 TXN94deea02,travel
Ola cab INR 40597 TXN828be8aa,travel
Netflix subscription INR 37421 TXNe5c91001,entertainment
Movie ticket booking INR 49238 TXN36361888,entertainment
College fees payment INR 7932 TXN8101b218,education
Movie ticket booking INR 1293 TXN2ae4ed6b,entertainment
Flipkart order INR 16125 TXNf977bdcc,shopping
College fees payment INR 35016 TXN23360dbc,education
Internet recharge INR 38643 TXN709701d5,utilities
Cafe coffee INR 1574 TXN57a702aa,food
Internet recharge INR 11879 TXN3bb1aa57,utilities
Hospital bill INR 34646 TXNa55b360f,healthcare
Internet recharge INR 16904 TXNcf7d2266,utilities
Uber ride INR 6559 TXN235c2e2c,travel
Movie ticket booking INR 18750 TXN56c3d593,entertainment
Car loan EMI INR 16798 TXN24395db8,emi
Ola cab INR 20156 TXN0123673f,travel
Doctor consultation INR 3910 TXN0225ba2b,healthcare
Water bill INR 1830 TXN8fe428d8,utilities
Restaurant bill INR 25605 TXN9abd56b6,food
Flight ticket booking INR 9386 TXN4d4ae40f,travel
Pharmacy medicine purchase INR 16953 TXNe1c25a8a,healthcare
Hospital bill INR 3449 TXN3fd0c321,healthcare
Stock purchase INR 49341 TXN712b296a,investment
PPF contribution INR 33383 TXNeff49173,investment
Game purchase INR 7591 TXN27dbc1c1,entertainment
Amazon purchase INR 20912 TXN0aecda36,shopping
Library fee INR 4339 TXN9ee9e536,education
College fees payment INR 26755 TXN6363141e,education
Mutual fund SIP INR 17689 TXN500ccfff,investment
Netflix subscription INR 16192 TXN5e456200,entertainment
Movie ticket booking INR 20013 TXN72f2f52c,entertainment
Medical test charges INR 5549 TXN00ab2306,healthcare
Movie ticket booking INR 9380 TXN342e68ea,entertainment
Mobile recharge INR 11072 TXN588dab17,utilities
Crypto investment INR 27821 TXNdd3cf827,investment
Game purchase INR 2788 TXNa4608f8a,entertainment
Lunch at hotel INR 30501 TXN276e9cd6,food
Flipkart order INR 85 TXNbbd73449,shopping
Cafe coffee INR 17961 TXN0ca68096,food
Electronics shopping INR 23080 TXNf77dfafc,shopping
Crypto investment INR 33494 TXNfc9359a6,investment
Amazon purchase INR 10628 TXNd155e43d,shopping
Netflix subscription INR 19752 TXN9c21a84e,entertainment
Train ticket IRCTC INR 45822 TXNe3a3c2a5,travel
Ola cab INR 47568 TXNc6c5d499,travel
Concert ticket INR 28359 TXN5a9069dd,entertainment
